"subjID" "actID" "variable" "(all)"
2 2 "tBodyAcc-mean()-X" 0.247164790395833
2 2 "tBodyAcc-mean()-Y" -0.0214121132045833
2 2 "tBodyAcc-mean()-Z" -0.152513899520833
2 2 "tBodyAcc-std()-X" -0.304376406458333
2 2 "tBodyAcc-std()-Y" 0.108027279889583
2 2 "tBodyAcc-std()-Z" -0.112121021220833
2 2 "tGravityAcc-mean()-X" 0.790717418541667
2 2 "tGravityAcc-mean()-Y" -0.416214890416667
2 2 "tGravityAcc-mean()-Z" -0.195888238891667
2 2 "tGravityAcc-std()-X" -0.934407739791667
2 2 "tGravityAcc-std()-Y" -0.92376745375
2 2 "tGravityAcc-std()-Z" -0.878004056875
2 2 "fBodyAcc-mean()-X" -0.266720933270833
2 2 "fBodyAcc-mean()-Y" 0.00992445881854167
2 2 "fBodyAcc-mean()-Z" -0.281001986202083
2 2 "fBodyAcc-std()-X" -0.320582414375
2 2 "fBodyAcc-std()-Y" 0.0848802791083333
2 2 "fBodyAcc-std()-Z" -0.09454497643125
2 3 "tBodyAcc-mean()-X" 0.27761534806383
2 3 "tBodyAcc-mean()-Y" -0.0226614158361702
2 3 "tBodyAcc-mean()-Z" -0.116812942382979
2 3 "tBodyAcc-std()-X" 0.0463666814446808
2 3 "tBodyAcc-std()-Y" 0.262881788951064
2 3 "tBodyAcc-std()-Z" -0.10283790806383
2 3 "tGravityAcc-mean()-X" 0.861831345531915
2 3 "tGravityAcc-mean()-Y" -0.325780100638298
2 3 "tGravityAcc-mean()-Z" -0.0438890162723404
2 3 "tGravityAcc-std()-X" -0.940361759574468
2 3 "tGravityAcc-std()-Y" -0.940068525531915
2 3 "tGravityAcc-std()-Z" -0.931438313191489
2 3 "fBodyAcc-mean()-X" 0.112841160325532
2 3 "fBodyAcc-mean()-Y" 0.278345041765957
2 3 "fBodyAcc-mean()-Z" -0.131290772
2 3 "fBodyAcc-std()-X" 0.0161046198595745
2 3 "fBodyAcc-std()-Y" 0.171973972957447
2 3 "fBodyAcc-std()-Z" -0.162032894287234
2 4 "tBodyAcc-mean()-X" 0.27708735173913
2 4 "tBodyAcc-mean()-Y" -0.0156879937282609
2 4 "tBodyAcc-mean()-Z" -0.109218272456522
2 4 "tBodyAcc-std()-X" -0.986822279565217
2 4 "tBodyAcc-std()-Y" -0.950704499130435
2 4 "tBodyAcc-std()-Z" -0.95982817173913
2 4 "tGravityAcc-mean()-X" 0.940477273043478
2 4 "tGravityAcc-mean()-Y" -0.105630024498783
2 4 "tGravityAcc-mean()-Z" 0.19872676876087
2 4 "tGravityAcc-std()-X" -0.979988760869565
2 4 "tGravityAcc-std()-Y" -0.956750273043478
2 4 "tGravityAcc-std()-Z" -0.954415873043478
2 4 "fBodyAcc-mean()-X" -0.985803840652174
2 4 "fBodyAcc-mean()-Y" -0.957343498478261
2 4 "fBodyAcc-mean()-Z" -0.970162172608696
2 4 "fBodyAcc-std()-X" -0.98736209
2 4 "fBodyAcc-std()-Y" -0.950073754130435
2 4 "fBodyAcc-std()-Z" -0.956862864130435
2 5 "tBodyAcc-mean()-X" 0.277911472222222
2 5 "tBodyAcc-mean()-Y" -0.0184208270166667
2 5 "tBodyAcc-mean()-Z" -0.105908536055556
2 5 "tBodyAcc-std()-X" -0.987271889259259
2 5 "tBodyAcc-std()-Y" -0.957304989259259
2 5 "tBodyAcc-std()-Z" -0.949741851296296
2 5 "tGravityAcc-mean()-X" 0.896928566851852
2 5 "tGravityAcc-mean()-Y" -0.370062696851852
2 5 "tGravityAcc-mean()-Z" 0.129747161222222
2 5 "tGravityAcc-std()-X" -0.986685818703704
2 5 "tGravityAcc-std()-Y" -0.97419442037037
2 5 "tGravityAcc-std()-Z" -0.945927078703704
2 5 "fBodyAcc-mean()-X" -0.983946739814815
2 5 "fBodyAcc-mean()-Y" -0.959871697407407
2 5 "fBodyAcc-mean()-Z" -0.962471195740741
2 5 "fBodyAcc-std()-X" -0.989056469814815
2 5 "fBodyAcc-std()-Y" -0.957908842222222
2 5 "fBodyAcc-std()-Z" -0.946433583518518
2 6 "tBodyAcc-mean()-X" 0.281373403958333
2 6 "tBodyAcc-mean()-Y" -0.0181587397583333
2 6 "tBodyAcc-mean()-Z" -0.107245610416667
2 6 "tBodyAcc-std()-X" -0.974059464791667
2 6 "tBodyAcc-std()-Y" -0.98027739875
2 6 "tBodyAcc-std()-Z" -0.984233296875
2 6 "tGravityAcc-mean()-X" -0.509754238125
2 6 "tGravityAcc-mean()-Y" 0.752536639375
2 6 "tGravityAcc-mean()-Z" 0.646834879583333
2 6 "tGravityAcc-std()-X" -0.959014441458333
2 6 "tGravityAcc-std()-Y" -0.988211865208333
2 6 "tGravityAcc-std()-Z" -0.984230418125
2 6 "fBodyAcc-mean()-X" -0.976725059791667
2 6 "fBodyAcc-mean()-Y" -0.979800877916667
2 6 "fBodyAcc-mean()-Z" -0.984380981875
2 6 "fBodyAcc-std()-X" -0.973246482083333
2 6 "fBodyAcc-std()-Y" -0.981025105625
2 6 "fBodyAcc-std()-Z" -0.984792185
3 1 "tBodyAcc-mean()-X" 0.275567462068966
3 1 "tBodyAcc-mean()-Y" -0.0171767844203448
3 1 "tBodyAcc-mean()-Z" -0.112674859827586
3 1 "tBodyAcc-std()-X" -0.360356726034483
3 1 "tBodyAcc-std()-Y" -0.0699140652103448
3 1 "tBodyAcc-std()-Z" -0.387411994310345
3 1 "tGravityAcc-mean()-X" 0.936506743275862
3 1 "tGravityAcc-mean()-Y" -0.261986357931034
3 1 "tGravityAcc-mean()-Z" -0.138107866258621
3 1 "tGravityAcc-std()-X" -0.97777159137931
3 1 "tGravityAcc-std()-Y" -0.962355639482759
3 1 "tGravityAcc-std()-Z" -0.952091795
3 1 "fBodyAcc-mean()-X" -0.316614011689655
3 1 "fBodyAcc-mean()-Y" -0.0813024353275862
3 1 "fBodyAcc-mean()-Z" -0.412374074482759
3 1 "fBodyAcc-std()-X" -0.379276781206897
3 1 "fBodyAcc-std()-Y" -0.124030832001724
3 1 "fBodyAcc-std()-Z" -0.422998473965517
3 2 "tBodyAcc-mean()-X" 0.260819873067797
3 2 "tBodyAcc-mean()-Y" -0.0324109410555932
3 2 "tBodyAcc-mean()-Z" -0.110064863437288
3 2 "tBodyAcc-std()-X" -0.313123437627119
3 2 "tBodyAcc-std()-Y" 0.0116280813372881
3 2 "tBodyAcc-std()-Z" -0.369754604067797
3 2 "tGravityAcc-mean()-X" 0.883533436101695
3 2 "tGravityAcc-mean()-Y" -0.382851153728814
3 2 "tGravityAcc-mean()-Z" -0.162943955254237
3 2 "tGravityAcc-std()-X" -0.944040819322034
3 2 "tGravityAcc-std()-Y" -0.909825953898305
3 2 "tGravityAcc-std()-Z" -0.909469675084746
3 2 "fBodyAcc-mean()-X" -0.392004211474576
3 2 "fBodyAcc-mean()-Y" -0.0788094156644068
3 2 "fBodyAcc-mean()-Z" -0.504494528474576
3 2 "fBodyAcc-std()-X" -0.285333024050847
3 2 "fBodyAcc-std()-Y" -0.00803987529661017
3 2 "fBodyAcc-std()-Z" -0.350797226271186
3 3 "tBodyAcc-mean()-X" 0.292423484693878
3 3 "tBodyAcc-mean()-Y" -0.0193554079328571
3 3 "tBodyAcc-mean()-Z" -0.116139842908163
3 3 "tBodyAcc-std()-X" -0.0574100475102041
3 3 "tBodyAcc-std()-Y" -0.0331503723387755
3 3 "tBodyAcc-std()-Z" -0.362240245489796
3 3 "tGravityAcc-mean()-X" 0.939057787755102
3 3 "tGravityAcc-mean()-Y" -0.228829214285714
3 3 "tGravityAcc-mean()-Z" -0.102352758040816
3 3 "tGravityAcc-std()-X" -0.950061129591837
3 3 "tGravityAcc-std()-Y" -0.946094637755102
3 3 "tGravityAcc-std()-Z" -0.899943947755102
3 3 "fBodyAcc-mean()-X" -0.0421706943244898
3 3 "fBodyAcc-mean()-Y" -0.00770048300204082
3 3 "fBodyAcc-mean()-Z" -0.404452414285714
3 3 "fBodyAcc-std()-X" -0.0654417192653061
3 3 "fBodyAcc-std()-Y" -0.109722354322449
3 3 "fBodyAcc-std()-Z" -0.389723034061224
3 4 "tBodyAcc-mean()-X" 0.257197599134615
3 4 "tBodyAcc-mean()-Y" -0.00350299841730769
3 4 "tBodyAcc-mean()-Z" -0.0983579203269231
3 4 "tBodyAcc-std()-X" -0.971010120961538
3 4 "tBodyAcc-std()-Y" -0.856617812115385
3 4 "tBodyAcc-std()-Z" -0.875110175384615
3 4 "tGravityAcc-mean()-X" 0.901098984615385
3 4 "tGravityAcc-mean()-Y" 0.127303379245962
3 4 "tGravityAcc-mean()-Z" 0.139020582461538
3 4 "tGravityAcc-std()-X" -0.957324457884615
3 4 "tGravityAcc-std()-Y" -0.903923008269231
3 4 "tGravityAcc-std()-Z" -0.897736318269231
3 4 "fBodyAcc-mean()-X" -0.970154440961538
3 4 "fBodyAcc-mean()-Y" -0.891907751346154
3 4 "fBodyAcc-mean()-Z" -0.917987925384615
3 4 "fBodyAcc-std()-X" -0.971605878461538
3 4 "fBodyAcc-std()-Y" -0.8496556575
3 4 "fBodyAcc-std()-Z" -0.864322464038462
3 5 "tBodyAcc-mean()-X" 0.280046513278689
3 5 "tBodyAcc-mean()-Y" -0.0143376555065574
3 5 "tBodyAcc-mean()-Z" -0.101621722633148
3 5 "tBodyAcc-std()-X" -0.96674254295082
3 5 "tBodyAcc-std()-Y" -0.893449307213115
3 5 "tBodyAcc-std()-Z" -0.911419015081967
3 5 "tGravityAcc-mean()-X" 0.93503077852459
3 5 "tGravityAcc-mean()-Y" -0.301735130327869
3 5 "tGravityAcc-mean()-Z" 0.024763106752459
3 5 "tGravityAcc-std()-X" -0.982020428032787
3 5 "tGravityAcc-std()-Y" -0.957425321803279
3 5 "tGravityAcc-std()-Z" -0.928161577377049
3 5 "fBodyAcc-mean()-X" -0.960123409508197
3 5 "fBodyAcc-mean()-Y" -0.908075353770492
3 5 "fBodyAcc-mean()-Z" -0.939507735245902
3 5 "fBodyAcc-std()-X" -0.969931287377049
3 5 "fBodyAcc-std()-Y" -0.89243434852459
3 5 "fBodyAcc-std()-Z" -0.904801254590164
3 6 "tBodyAcc-mean()-X" 0.275516852741935
3 6 "tBodyAcc-mean()-Y" -0.0189556785048387
3 6 "tBodyAcc-mean()-Z" -0.101300477506452
3 6 "tBodyAcc-std()-X" -0.982776639193548
3 6 "tBodyAcc-std()-Y" -0.962057544516129
3 6 "tBodyAcc-std()-Z" -0.96369103483871
3 6 "tGravityAcc-mean()-X" -0.241758478064516
3 6 "tGravityAcc-mean()-Y" 0.837032099677419
3 6 "tGravityAcc-mean()-Z" 0.48870318516129
3 6 "tGravityAcc-std()-X" -0.982512193064516
3 6 "tGravityAcc-std()-Y" -0.981202749677419
3 6 "tGravityAcc-std()-Z" -0.964807543870968
3 6 "fBodyAcc-mean()-X" -0.980665609032258
3 6 "fBodyAcc-mean()-Y" -0.961169982903226
3 6 "fBodyAcc-mean()-Z" -0.968332141612903
3 6 "fBodyAcc-std()-X" -0.983691129032258
3 6 "fBodyAcc-std()-Y" -0.964094604193548
3 6 "fBodyAcc-std()-Z" -0.96327908016129
4 1 "tBodyAcc-mean()-X" 0.278582015166667
4 1 "tBodyAcc-mean()-Y" -0.0148399475341667
4 1 "tBodyAcc-mean()-Z" -0.11140306485
4 1 "tBodyAcc-std()-X" -0.440829971333333
4 1 "tBodyAcc-std()-Y" -0.0788267367683333
4 1 "tBodyAcc-std()-Z" -0.586252806833333
4 1 "tGravityAcc-mean()-X" 0.963999696833333
4 1 "tGravityAcc-mean()-Y" -0.0858540265666667
4 1 "tGravityAcc-mean()-Z" 0.127764112666667
4 1 "tGravityAcc-std()-X" -0.983826494833333
4 1 "tGravityAcc-std()-Y" -0.967963221
4 1 "tGravityAcc-std()-Z" -0.962968112
4 1 "fBodyAcc-mean()-X" -0.426719449666667
4 1 "fBodyAcc-mean()-Y" -0.14939963344
4 1 "fBodyAcc-mean()-Z" -0.631005470833333
4 1 "fBodyAcc-std()-X" -0.447234929666667
4 1 "fBodyAcc-std()-Y" -0.101799450565167
4 1 "fBodyAcc-std()-Z" -0.594198325666667
4 2 "tBodyAcc-mean()-X" 0.270876696730769
4 2 "tBodyAcc-mean()-Y" -0.0319804295729615
4 2 "tBodyAcc-mean()-Z" -0.114219455519231
4 2 "tBodyAcc-std()-X" -0.204933042903846
4 2 "tBodyAcc-std()-Y" -0.0666899105180769
4 2 "tBodyAcc-std()-Z" -0.372137777692308
4 2 "tGravityAcc-mean()-X" 0.946264314423077
4 2 "tGravityAcc-mean()-Y" -0.232944304615385
4 2 "tGravityAcc-mean()-Z" 0.0841675382884615
4 2 "tGravityAcc-std()-X" -0.958495235576923
4 2 "tGravityAcc-std()-Y" -0.923376019038462
4 2 "tGravityAcc-std()-Z" -0.919619453269231
4 2 "fBodyAcc-mean()-X" -0.294488270365385
4 2 "fBodyAcc-mean()-Y" -0.117109161492308
4 2 "fBodyAcc-mean()-Z" -0.524655722692308
4 2 "fBodyAcc-std()-X" -0.173217219014423
4 2 "fBodyAcc-std()-Y" -0.101434446040385
4 2 "fBodyAcc-std()-Z" -0.345109817692308
4 3 "tBodyAcc-mean()-X" 0.279965329555556
4 3 "tBodyAcc-mean()-Y" -0.00980200850666667
4 3 "tBodyAcc-mean()-Z" -0.1067775246
4 3 "tBodyAcc-std()-X" 0.0111935496222222
4 3 "tBodyAcc-std()-Y" -0.21859832499
4 3 "tBodyAcc-std()-Z" -0.479185977111111
4 3 "tGravityAcc-mean()-X" 0.947731858666667
4 3 "tGravityAcc-mean()-Y" -0.0620852772955556
4 3 "tGravityAcc-mean()-Z" 0.148714808888889
4 3 "tGravityAcc-std()-X" -0.955258881333333
4 3 "tGravityAcc-std()-Y" -0.932066041111111
4 3 "tGravityAcc-std()-Z" -0.937753794444444
4 3 "fBodyAcc-mean()-X" -0.0722392276888889
4 3 "fBodyAcc-mean()-Y" -0.129606639466667
4 3 "fBodyAcc-mean()-Z" -0.494683451555556
4 3 "fBodyAcc-std()-X" 0.0390098262533333
4 3 "fBodyAcc-std()-Y" -0.32253131772
4 3 "fBodyAcc-std()-Z" -0.512694303111111
4 4 "tBodyAcc-mean()-X" 0.27153827992
4 4 "tBodyAcc-mean()-Y" -0.007163065158
4 4 "tBodyAcc-mean()-Z" -0.10587459588
4 4 "tBodyAcc-std()-X" -0.980309931
4 4 "tBodyAcc-std()-Y" -0.89022398108
4 4 "tBodyAcc-std()-Z" -0.9322030066
4 4 "tGravityAcc-mean()-X" 0.8693030064
4 4 "tGravityAcc-mean()-Y" 0.211622539936894
4 4 "tGravityAcc-mean()-Z" 0.11012048108
4 4 "tGravityAcc-std()-X" -0.9814052948
4 4 "tGravityAcc-std()-Y" -0.93272710386
4 4 "tGravityAcc-std()-Z" -0.9509492546
4 4 "fBodyAcc-mean()-X" -0.9774624984
4 4 "fBodyAcc-mean()-Y" -0.9057829318
4 4 "fBodyAcc-mean()-Z" -0.9517837432
4 4 "fBodyAcc-std()-X" -0.9819081892
4 4 "fBodyAcc-std()-Y" -0.8894673494
4 4 "fBodyAcc-std()-Z" -0.9269993168
4 5 "tBodyAcc-mean()-X" 0.280499745892857
4 5 "tBodyAcc-mean()-Y" -0.00948911098553571
4 5 "tBodyAcc-mean()-Z" -0.0961574905535714
4 5 "tBodyAcc-std()-X" -0.97692058
4 5 "tBodyAcc-std()-Y" -0.86159737875
4 5 "tBodyAcc-std()-Z" -0.896880538392857
4 5 "tGravityAcc-mean()-X" 0.95619779125
4 5 "tGravityAcc-mean()-Y" -0.0759009061071429
4 5 "tGravityAcc-mean()-Z" 0.166893825946429
4 5 "tGravityAcc-std()-X" -0.972908355892857
4 5 "tGravityAcc-std()-Y" -0.917613464821429
4 5 "tGravityAcc-std()-Z" -0.899404775267857
4 5 "fBodyAcc-mean()-X" -0.973497549642857
4 5 "fBodyAcc-mean()-Y" -0.889549205
4 5 "fBodyAcc-mean()-Z" -0.93164342125
4 5 "fBodyAcc-std()-X" -0.978737637678571
4 5 "fBodyAcc-std()-Y" -0.857380281803571
4 5 "fBodyAcc-std()-Z" -0.887554317678571
4 6 "tBodyAcc-mean()-X" 0.263559214981481
4 6 "tBodyAcc-mean()-Y" -0.0150031841055556
4 6 "tBodyAcc-mean()-Z" -0.110688150314815
4 6 "tBodyAcc-std()-X" -0.954193738888889
4 6 "tBodyAcc-std()-Y" -0.941714042407407
4 6 "tBodyAcc-std()-Z" -0.962667314814815
4 6 "tGravityAcc-mean()-X" -0.420664662222222
4 6 "tGravityAcc-mean()-Y" 0.915165104259259
4 6 "tGravityAcc-mean()-Z" 0.341531310555556
4 6 "tGravityAcc-std()-X" -0.921199965925926
4 6 "tGravityAcc-std()-Y" -0.969816635740741
4 6 "tGravityAcc-std()-Z" -0.976176608888889
4 6 "fBodyAcc-mean()-X" -0.958802077592593
4 6 "fBodyAcc-mean()-Y" -0.938883374444444
4 6 "fBodyAcc-mean()-Z" -0.967504278888889
4 6 "fBodyAcc-std()-X" -0.952464881481481
4 6 "fBodyAcc-std()-Y" -0.946380971111111
4 6 "fBodyAcc-std()-Z" -0.962154454259259
5 1 "tBodyAcc-mean()-X" 0.27784234625
5 1 "tBodyAcc-mean()-Y" -0.0172850317482679
5 1 "tBodyAcc-mean()-Z" -0.107741776464286
5 1 "tBodyAcc-std()-X" -0.294098534232143
5 1 "tBodyAcc-std()-Y" 0.0767484028053571
5 1 "tBodyAcc-std()-Z" -0.45702143625
5 1 "tGravityAcc-mean()-X" 0.972624959821429
5 1 "tGravityAcc-mean()-Y" -0.100440285303571
5 1 "tGravityAcc-mean()-Z" 0.00247623628392857
5 1 "tGravityAcc-std()-X" -0.979348381428571
5 1 "tGravityAcc-std()-Y" -0.961585474821429
5 1 "tGravityAcc-std()-Z" -0.964580803928571
5 1 "fBodyAcc-mean()-X" -0.287782607410714
5 1 "fBodyAcc-mean()-Y" 0.00946037755178572
5 1 "fBodyAcc-mean()-Z" -0.490251090714286
5 1 "fBodyAcc-std()-X" -0.297517355196429
5 1 "fBodyAcc-std()-Y" 0.0426026830839286
5 1 "fBodyAcc-std()-Z" -0.483059957321429
5 2 "tBodyAcc-mean()-X" 0.268459469914894
5 2 "tBodyAcc-mean()-Y" -0.0325269755153191
5 2 "tBodyAcc-mean()-Z" -0.107471453914894
5 2 "tBodyAcc-std()-X" -0.0457237779851064
5 2 "tBodyAcc-std()-Y" 0.185022459476596
5 2 "tBodyAcc-std()-Z" -0.308938978787234
5 2 "tGravityAcc-mean()-X" 0.936821834893617
5 2 "tGravityAcc-mean()-Y" -0.265942569148936
5 2 "tGravityAcc-mean()-Z" -0.0232035364248936
5 2 "tGravityAcc-std()-X" -0.95357996893617
5 2 "tGravityAcc-std()-Y" -0.900511719787234
5 2 "tGravityAcc-std()-Z" -0.92141958
5 2 "fBodyAcc-mean()-X" -0.161485339978723
5 2 "fBodyAcc-mean()-Y" 0.0728903158085106
5 2 "fBodyAcc-mean()-Z" -0.457470676808511
5 2 "fBodyAcc-std()-X" -0.00473819670425532
5 2 "fBodyAcc-std()-Y" 0.165037631180851
5 2 "fBodyAcc-std()-Z" -0.28925665906383
5 3 "tBodyAcc-mean()-X" 0.29354392712766
5 3 "tBodyAcc-mean()-Y" -0.00850107533191489
5 3 "tBodyAcc-mean()-Z" -0.100319930659574
5 3 "tBodyAcc-std()-X" 0.275046110468085
5 3 "tBodyAcc-std()-Y" 0.0907630761042553
5 3 "tBodyAcc-std()-Z" -0.325891435319149
5 3 "tGravityAcc-mean()-X" 0.956649352553192
5 3 "tGravityAcc-mean()-Y" -0.0607578318319149
5 3 "tGravityAcc-mean()-Z" 0.0216777910246191
5 3 "tGravityAcc-std()-X" -0.950490938510638
5 3 "tGravityAcc-std()-Y" -0.912363420851064
5 3 "tGravityAcc-std()-Z" -0.927192732978723
5 3 "fBodyAcc-mean()-X" 0.0984320090212766
5 3 "fBodyAcc-mean()-Y" 0.0792280694042553
5 3 "fBodyAcc-mean()-Z" -0.374740089574468
5 3 "fBodyAcc-std()-X" 0.336554724893617
5 3 "fBodyAcc-std()-Y" 0.0268269875085106
5 3 "fBodyAcc-std()-Z" -0.353397850212766
5 4 "tBodyAcc-mean()-X" 0.273694139545455
5 4 "tBodyAcc-mean()-Y" -0.00990083527045455
5 4 "tBodyAcc-mean()-Z" -0.108540300265909
5 4 "tBodyAcc-std()-X" -0.980945022045455
5 4 "tBodyAcc-std()-Y" -0.904335121022727
5 4 "tBodyAcc-std()-Z" -0.926094740227273
5 4 "tGravityAcc-mean()-X" 0.880731443863636
5 4 "tGravityAcc-mean()-Y" 0.168445524
5 4 "tGravityAcc-mean()-Z" 0.143006857611364
